food_name,food_category,edible_part,calorie,protein,fat,carbohydrate
子瓜,水果类及其制品-瓜果类,46.0,5.0,0.2,0.3,0.6
小西瓜 [地雷瓜],水果类及其制品-瓜果类,62.0,30.0,0.8,0.1,6.7
狗肉,畜肉类及其制品-其他,80.0,116.0,16.8,4.6,1.8
骆驼蹄,畜肉类及其制品-其他,100.0,116.0,25.6,1.4,0.2
骆驼掌,畜肉类及其制品-其他,100.0,310.0,72.8,2.0,0.3
兔肉,畜肉类及其制品-其他,100.0,102.0,19.7,2.2,0.9
兔肉（野）,畜肉类及其制品-其他,100.0,84.0,16.6,2.0,0.0
鹿肉（养殖梅花鹿）,畜肉类及其制品-其他,100.0,92.0,19.7,1.3,0.3
牛肉（代表值，fat 9g）,畜肉类及其制品-牛,100.0,160.0,20.0,8.7,0.5
牛肉（肋条）,畜肉类及其制品-牛,100.0,123.0,18.6,5.4,0.0
牛肉（后腿）,畜肉类及其制品-牛,100.0,106.0,20.9,2.0,1.1
牛肉（后腱）,畜肉类及其制品-牛,94.0,98.0,20.1,1.0,2.2
牛肉（里脊肉）[牛柳],畜肉类及其制品-牛,100.0,107.0,22.2,0.9,2.4
牛肉（前腿）,畜肉类及其制品-牛,100.0,105.0,19.2,1.8,2.9
牛肉（前腱）,畜肉类及其制品-牛,95.0,113.0,20.3,1.3,5.1
牛肉（代表值，瘦，fat 3g）,畜肉类及其制品-牛,100.0,113.0,21.3,2.5,1.3
牛蹄筋（生）,畜肉类及其制品-牛,100.0,151.0,34.1,0.5,2.6
牛蹄筋（泡发）,畜肉类及其制品-牛,100.0,25.0,6.0,0.0,0.2
牛肉（背部肉）[上脑],畜肉类及其制品-牛,100.0,193.0,17.4,12.4,3.0
牛肉（臀部肉）[紫盖、白板],畜肉类及其制品-牛,100.0,117.0,22.6,2.6,0.9
牛肉（肩部肉）[肩肉],畜肉类及其制品-牛,100.0,342.0,14.1,31.7,0.0
牛肉（胸部肉）[牛胸],畜肉类及其制品-牛,100.0,326.0,16.6,28.8,0.0
牛肉（腹部肉）[牛腩],畜肉类及其制品-牛,100.0,332.0,17.1,29.3,0.0
牛肉（膝圆肉）[和尚头],畜肉类及其制品-牛,100.0,106.0,22.4,1.8,0.1
牛肉（股内肉）[针扒、米龙、黄瓜条],畜肉类及其制品-牛,100.0,119.0,22.8,2.9,0.4
牛肉（小腿肉）[牛展、牛腱子],畜肉类及其制品-牛,100.0,122.0,23.0,3.3,0.0
牦牛肉,畜肉类及其制品-牛,100.0,119.0,23.1,1.4,3.4
牦牛牛腱肉（冻，鲜）,畜肉类及其制品-牛,100.0,100.0,21.2,0.8,2.0
牦牛牛霖肉（冻，鲜）,畜肉类及其制品-牛,100.0,110.0,22.5,1.0,2.7
牛鞭（泡发）,畜肉类及其制品-牛,100.0,117.0,27.2,0.9,0.0
牛大肠,畜肉类及其制品-牛,100.0,66.0,11.0,2.3,0.4
牛肚,畜肉类及其制品-牛,100.0,72.0,14.5,1.6,0.0
牛肺,畜肉类及其制品-牛,100.0,95.0,16.5,2.5,1.5
牛肝,畜肉类及其制品-牛,100.0,139.0,19.8,3.9,6.2
牛脑,畜肉类及其制品-牛,100.0,149.0,12.5,11.0,0.1
牛舌,畜肉类及其制品-牛,100.0,196.0,17.0,13.3,2.0
牛肾,畜肉类及其制品-牛,89.0,94.0,15.6,2.4,2.6
牛心,畜肉类及其制品-牛,100.0,106.0,15.4,3.5,3.1
牛百叶（黑）,畜肉类及其制品-牛,100.0,70.0,13.2,1.9,0.0
酱牛肉,畜肉类及其制品-牛,100.0,246.0,31.4,11.9,3.2
煨牛肉（罐头）,畜肉类及其制品-牛,100.0,166.0,16.7,11.0,0.1
牛肉干,畜肉类及其制品-牛,100.0,550.0,45.6,40.0,1.9
咖喱牛肉干,畜肉类及其制品-牛,100.0,326.0,45.9,2.7,29.5
牛肉松,畜肉类及其制品-牛,100.0,445.0,8.2,15.7,67.7
牛蹄筋（熟）,畜肉类及其制品-牛,100.0,147.0,35.2,0.6,0.1
牛肉（酱，五香）,畜肉类及其制品-牛,100.0,229.0,33.2,10.7,0.0
牛肉（清香）,畜肉类及其制品-牛,100.0,200.0,25.8,10.7,0.0
牛腱子（香叶）,畜肉类及其制品-牛,100.0,205.0,35.6,5.5,3.2
牛肉干（长富牌）,畜肉类及其制品-牛,100.0,342.0,41.8,5.1,32.2
牛肉干（沙爹牌）,畜肉类及其制品-牛,100.0,327.0,40.1,3.6,33.6
猪肉（代表值，fat 30g）,畜肉类及其制品-猪,91.0,331.0,15.1,30.1,0.0
猪肥肉（肥，fat 89g）,畜肉类及其制品-猪,100.0,807.0,2.4,88.6,0.0
猪肉（后臀尖）,畜肉类及其制品-猪,97.0,336.0,14.6,30.8,0.0
猪肉（后肘）,畜肉类及其制品-猪,73.0,320.0,17.0,28.0,0.0
猪肉（肋条肉）,畜肉类及其制品-猪,96.0,568.0,9.3,59.0,0.0
猪肉(奶脯)[软五花、猪夹心],畜肉类及其制品-猪,85.0,349.0,7.7,35.3,0.0
猪肉（奶面）[硬五花],畜肉类及其制品-猪,79.0,339.0,13.6,30.6,2.2
猪肉（前肘）,畜肉类及其制品-猪,77.0,287.0,17.3,22.9,2.9
猪肉（瘦）,畜肉类及其制品-猪,100.0,143.0,20.3,6.2,1.5
猪肉（瘦，fat 8g）,畜肉类及其制品-猪,100.0,153.0,20.7,7.8,0.0
猪肉（腿）,畜肉类及其制品-猪,100.0,190.0,17.9,12.8,0.8
猪肉（fat 12g）,畜肉类及其制品-猪,100.0,181.0,19.0,11.7,0.2
猪肉（猪脖）,畜肉类及其制品-猪,90.0,577.0,8.0,60.5,0.0
猪大肠,畜肉类及其制品-猪,100.0,196.0,6.9,18.7,0.0
猪大排,畜肉类及其制品-猪,68.0,264.0,18.3,20.4,1.7
猪耳,畜肉类及其制品-猪,100.0,176.0,19.1,11.1,0.0
猪蹄,畜肉类及其制品-猪,60.0,260.0,22.6,18.8,0.0
猪蹄筋,畜肉类及其制品-猪,100.0,156.0,35.3,1.4,0.5
猪头皮,畜肉类及其制品-猪,100.0,499.0,11.8,44.6,12.7
猪肘棒,畜肉类及其制品-猪,67.0,248.0,16.5,16.0,9.4
猪肉（前臀尖，杜长大猪）,畜肉类及其制品-猪,100.0,289.0,15.3,25.3,0.0
猪肉（前臀尖，良杂猪）,畜肉类及其制品-猪,100.0,334.0,14.2,30.4,0.9
猪肉（后臀尖，杜长大猪）,畜肉类及其制品-猪,100.0,165.0,20.8,9.1,0.0
猪肉（后臀尖，良杂猪）,畜肉类及其制品-猪,100.0,175.0,20.0,10.5,0.0
猪肉（硬肋，杜长大猪）,畜肉类及其制品-猪,100.0,557.0,10.8,57.1,0.0
猪肉（硬肋，良杂猪）,畜肉类及其制品-猪,100.0,536.0,11.6,54.4,0.0
猪肉（通脊，杜长大猪）,畜肉类及其制品-猪,100.0,159.0,22.3,7.8,0.0
猪肉（通脊，良杂猪）,畜肉类及其制品-猪,100.0,140.0,20.7,6.4,0.0
猪肉（里脊）,畜肉类及其制品-猪,100.0,150.0,19.6,7.9,0.0
猪皮,畜肉类及其制品-猪,100.0,363.0,27.4,28.1,0.0
猪小排（杜长大猪）,畜肉类及其制品-猪,70.0,295.0,16.8,25.3,0.0
猪小排（良杂猪）,畜肉类及其制品-猪,61.0,351.0,14.1,32.7,0.0
猪腿肉（藏香猪）,畜肉类及其制品-猪,100.0,268.0,17.5,19.2,6.3
猪肚,畜肉类及其制品-猪,96.0,110.0,15.2,5.1,0.7
猪肺,畜肉类及其制品-猪,97.0,84.0,12.2,3.9,0.1
猪脑,畜肉类及其制品-猪,100.0,131.0,10.8,9.8,0.0
猪脾,畜肉类及其制品-猪,100.0,94.0,13.2,3.2,3.1
猪肾（fat 8g）[猪腰子],畜肉类及其制品-猪,92.0,137.0,16.0,8.1,0.0
猪小肠,畜肉类及其制品-猪,100.0,65.0,10.0,2.0,1.7
猪心,畜肉类及其制品-猪,97.0,119.0,16.6,5.3,1.1
猪血,畜肉类及其制品-猪,100.0,55.0,12.2,0.3,0.9
猪肝,畜肉类及其制品-猪,100.0,126.0,19.2,4.7,1.8
猪舌[口条],畜肉类及其制品-猪,100.0,184.0,18.1,12.4,0.0
猪肾（fat 2g）[猪腰子],畜肉类及其制品-猪,100.0,82.0,15.8,1.8,0.6
宫爆肉丁（罐头）,畜肉类及其制品-猪,100.0,353.0,17.7,27.6,8.4
酱汁肉,畜肉类及其制品-猪,96.0,549.0,15.5,50.4,8.4
腊肉（培根）,畜肉类及其制品-猪,100.0,181.0,22.3,9.0,2.6
腊肉（生，fat 49g）,畜肉类及其制品-猪,100.0,498.0,11.8,48.8,2.9
卤猪杂,畜肉类及其制品-猪,100.0,186.0,24.6,4.8,11.0
午餐肉（北京）,畜肉类及其制品-猪,100.0,229.0,9.4,15.9,12.0
咸肉,畜肉类及其制品-猪,100.0,390.0,16.5,36.0,0.0
猪肉罐头（珍珠里脊丝，罐头）,畜肉类及其制品-猪,100.0,225.0,6.7,17.3,10.5
猪肝（卤煮）,畜肉类及其制品-猪,100.0,203.0,26.4,8.3,5.6
猪肉（清蒸）,畜肉类及其制品-猪,100.0,198.0,18.4,13.8,0.0
猪蹄（熟）,畜肉类及其制品-猪,43.0,260.0,23.6,17.0,3.2
猪肘棒（熟）,畜肉类及其制品-猪,72.0,314.0,21.3,24.5,2.1
福建式肉松,畜肉类及其制品-猪,100.0,493.0,25.1,26.0,39.7
老年保健肉松,畜肉类及其制品-猪,100.0,458.0,35.8,20.5,32.5
太仓肉松,畜肉类及其制品-猪,100.0,316.0,38.6,8.3,21.6
火腿心全精肉（雪舫蒋牌）,畜肉类及其制品-猪,100.0,322.0,37.0,19.3,0.0
火腿心肉（生，金云牌）,畜肉类及其制品-猪,81.0,528.0,22.2,48.8,0.0
腊肉（生，fat 68g）,畜肉类及其制品-猪,100.0,692.0,18.2,68.0,1.8
叉烧肉,畜肉类及其制品-猪,100.0,196.0,20.9,9.8,6.0
酱排骨,畜肉类及其制品-猪,80.0,366.0,21.7,26.7,9.6
猪肉罐头（香糟块肉）,畜肉类及其制品-猪,100.0,542.0,15.5,53.3,0.0
猪里脊（熏烤小里脊）,畜肉类及其制品-猪,100.0,153.0,17.7,3.9,11.8
猪肉脯,畜肉类及其制品-猪,100.0,378.0,28.0,8.8,46.6
肉酥,畜肉类及其制品-猪,100.0,509.0,30.7,27.1,35.5
扒猪脸,畜肉类及其制品-猪,100.0,347.0,18.8,29.6,1.4
酱肘子,畜肉类及其制品-猪,100.0,202.0,29.6,8.5,1.8
火腿肉（藏香猪）,畜肉类及其制品-猪,82.0,503.0,29.1,40.7,5.0
风干肉（藏香猪）,畜肉类及其制品-猪,87.0,598.0,27.1,53.6,1.7
茶肠,畜肉类及其制品-猪,100.0,329.0,9.0,29.6,6.7
大腊肠,畜肉类及其制品-猪,100.0,267.0,12.9,20.1,8.6
大肉肠,畜肉类及其制品-猪,100.0,273.0,12.0,22.9,4.6
蛋清肠,畜肉类及其制品-猪,100.0,278.0,12.5,22.8,5.8
儿童肠,畜肉类及其制品-猪,100.0,290.0,13.1,19.6,15.3
风干肠,畜肉类及其制品-猪,100.0,283.0,12.4,23.3,5.9
广东香肠,畜肉类及其制品-猪,100.0,433.0,18.0,37.3,6.4
红果肠,畜肉类及其制品-猪,100.0,260.0,10.2,15.3,20.3
火腿肠,畜肉类及其制品-猪,100.0,212.0,14.0,10.4,15.6
腊肠,畜肉类及其制品-猪,100.0,584.0,22.0,48.3,15.3
松江肠,畜肉类及其制品-猪,100.0,402.0,12.3,26.5,28.5
蒜肠,畜肉类及其制品-猪,100.0,309.0,7.5,25.4,12.7
香肠,畜肉类及其制品-猪,100.0,508.0,24.1,40.7,11.2
香肠（罐头）,畜肉类及其制品-猪,100.0,290.0,7.9,28.1,1.3
火腿肠（小红肠）,畜肉类及其制品-猪,100.0,280.0,11.8,23.2,6.0
火腿肠（小泥肠）,畜肉类及其制品-猪,100.0,295.0,11.3,26.3,3.2
午餐肠,畜肉类及其制品-猪,100.0,261.0,2.9,16.6,24.9
午餐肚,畜肉类及其制品-猪,100.0,181.0,9.3,0.5,34.7
方腿,畜肉类及其制品-猪,100.0,117.0,16.2,5.0,1.9
火腿（fat 27g）,畜肉类及其制品-猪,100.0,330.0,16.0,27.4,4.9
金华火腿,畜肉类及其制品-猪,100.0,318.0,16.4,28.0,0.1
火腿肠（圆腿）,畜肉类及其制品-猪,100.0,139.0,18.4,6.5,1.6
脆皮肠,畜肉类及其制品-猪,100.0,302.0,16.6,24.0,4.8
热狗肠,畜肉类及其制品-猪,100.0,307.0,13.2,25.2,6.9
火腿肠（双汇牌）,畜肉类及其制品-猪,100.0,215.0,12.1,14.6,8.8
火腿（fat 3g）,畜肉类及其制品-猪,100.0,99.0,15.5,3.4,1.7
火腿（宣威牌）,畜肉类及其制品-猪,100.0,565.0,11.4,56.1,3.7
三明治火腿,畜肉类及其制品-猪,100.0,115.0,12.5,4.5,6.1
午餐肉（上海梅林牌）,畜肉类及其制品-猪,100.0,320.0,9.0,30.1,3.3
羊肉（代表值，fat 7g）,畜肉类及其制品-羊,100.0,139.0,18.5,6.5,1.6
羊肉（冻）,畜肉类及其制品-羊,100.0,285.0,12.6,24.4,3.8
羊肉（后腿，带骨）,畜肉类及其制品-羊,77.0,110.0,19.5,3.4,0.3
羊肉（颈）,畜肉类及其制品-羊,74.0,135.0,21.3,4.6,2.2
羊肉（里脊）,畜肉类及其制品-羊,100.0,103.0,20.5,1.6,1.6
羊肉（前腿，fat 3g）,畜肉类及其制品-羊,71.0,110.0,18.6,3.2,1.6
羊肉（青羊）,畜肉类及其制品-羊,100.0,99.0,21.3,1.1,1.0
羊肉（fat 4g）,畜肉类及其制品-羊,90.0,118.0,20.5,3.9,0.2
羊肉（胸脯）,畜肉类及其制品-羊,81.0,133.0,19.4,6.2,0.0
山羊肉（生）,畜肉类及其制品-羊,100.0,293.0,8.7,24.5,9.4
羊蹄筋（生）,畜肉类及其制品-羊,100.0,159.0,34.3,2.4,0.0
羊蹄筋（泡发）,畜肉类及其制品-羊,100.0,41.0,8.4,0.0,1.9
羊肉（上脑）,畜肉类及其制品-羊,100.0,94.0,19.0,2.0,0.0
羊肉（腰窝）,畜肉类及其制品-羊,100.0,135.0,18.9,6.6,0.0
羊肉（前腿）,畜肉类及其制品-羊,100.0,97.0,19.8,2.0,0.0
羊肉（后腿）,畜肉类及其制品-羊,100.0,111.0,20.6,3.2,0.0
羊肉片,畜肉类及其制品-羊,100.0,118.0,18.0,4.0,2.4
羊大肠,畜肉类及其制品-羊,100.0,75.0,13.4,2.4,0.0
羊肚,畜肉类及其制品-羊,100.0,87.0,12.2,3.4,1.8
羊肺,畜肉类及其制品-羊,100.0,96.0,16.2,2.4,2.5
羊肝,畜肉类及其制品-羊,100.0,134.0,17.9,3.6,7.4
羊脑,畜肉类及其制品-羊,100.0,142.0,11.3,10.7,0.1
羊舌,畜肉类及其制品-羊,100.0,225.0,19.4,14.2,4.8
羊肾,畜肉类及其制品-羊,95.0,96.0,16.6,2.8,1.0
羊心,畜肉类及其制品-羊,100.0,113.0,13.8,5.5,2.0
羊血,畜肉类及其制品-羊,100.0,57.0,6.8,0.2,6.9
腊羊肉,畜肉类及其制品-羊,100.0,246.0,26.1,10.6,11.5
羊肉（熟）,畜肉类及其制品-羊,100.0,217.0,23.2,13.8,0.0
羊肉串（电烤）,畜肉类及其制品-羊,100.0,234.0,26.4,11.6,6.0
羊肉串（烤）,畜肉类及其制品-羊,100.0,206.0,26.0,10.3,2.4
羊肉串（炸）,畜肉类及其制品-羊,100.0,217.0,18.3,11.5,10.0
羊肉干,畜肉类及其制品-羊,100.0,588.0,28.2,46.7,13.7
羊肉（羊肉手抓）,畜肉类及其制品-羊,70.0,188.0,27.3,8.8,0.0
山羊肉（酱）,畜肉类及其制品-羊,100.0,272.0,25.4,13.7,11.8
烧羊肉（五香）,畜肉类及其制品-羊,100.0,183.0,33.6,5.4,0.0
羊肉串（生）,畜肉类及其制品-羊,100.0,118.0,13.0,4.8,5.6
马肉,畜肉类及其制品-马,100.0,122.0,20.1,4.6,0.1
马心,畜肉类及其制品-马,100.0,104.0,18.9,2.7,1.0
马肉（卤）,畜肉类及其制品-马,100.0,170.0,30.5,4.8,1.2
驴肉（瘦）,畜肉类及其制品-驴,100.0,116.0,21.5,3.2,0.4
驴鞭,畜肉类及其制品-驴,100.0,143.0,29.7,0.8,4.3
驴肉（酱）,畜肉类及其制品-驴,100.0,160.0,33.7,2.8,0.0
驴肉（卤）,畜肉类及其制品-驴,100.0,149.0,27.2,1.9,5.8
驴肉（煮）,畜肉类及其制品-驴,100.0,230.0,27.0,13.5,0.0
驴肉（五香）,畜肉类及其制品-驴,100.0,167.0,28.2,6.0,0.0
鸽,禽肉类及其制品-其他,42.0,201.0,16.5,14.2,1.7
鹌鹑,禽肉类及其制品-其他,58.0,110.0,20.2,3.1,0.2
乳鸽,禽肉类及其制品-其他,56.0,352.0,11.3,34.1,0.0
乳鸽（红烧）,禽肉类及其制品-其他,82.0,255.0,16.9,20.8,0.0
火鸡腿肉,禽肉类及其制品-火鸡,100.0,91.0,20.0,1.2,0.0
火鸡胸脯肉,禽肉类及其制品-火鸡,100.0,103.0,22.4,0.2,2.8
火鸡肝,禽肉类及其制品-火鸡,100.0,143.0,20.0,5.6,3.1
火鸡肫,禽肉类及其制品-火鸡,100.0,91.0,18.9,0.3,3.2
火鸡腿（熟）,禽肉类及其制品-火鸡,85.0,100.0,16.7,0.7,6.6
鸡（代表值）,禽肉类及其制品-鸡,63.0,145.0,20.3,6.7,0.9
鸡（土鸡，家养）,禽肉类及其制品-鸡,58.0,124.0,20.8,4.5,0.0
母鸡（一年内）,禽肉类及其制品-鸡,66.0,256.0,20.3,16.8,5.8
肉鸡（肥）,禽肉类及其制品-鸡,74.0,389.0,16.7,35.4,0.9
华青鸡,禽肉类及其制品-鸡,70.0,158.0,19.6,8.8,0.0
沙鸡,禽肉类及其制品-鸡,41.0,147.0,20.0,6.7,1.6
鸡（乌骨鸡）,禽肉类及其制品-鸡,48.0,111.0,22.3,2.3,0.3
鸡爪,禽肉类及其制品-鸡,60.0,254.0,23.9,16.4,2.7
鸡胸脯肉,禽肉类及其制品-鸡,100.0,118.0,24.6,1.9,0.6
鸡腿,禽肉类及其制品-鸡,74.0,146.0,20.2,7.2,0.0
鸡翅,禽肉类及其制品-鸡,69.0,202.0,19.0,11.5,5.5
鸡块（带浆粉）,禽肉类及其制品-鸡,100.0,206.0,12.2,9.1,18.8
野山鸡,禽肉类及其制品-鸡,63.0,126.0,20.4,2.0,6.6
鸡肝,禽肉类及其制品-鸡,100.0,121.0,16.6,4.8,2.8
鸡肝（肉鸡）,禽肉类及其制品-鸡,100.0,121.0,16.7,4.5,3.5
鸡心,禽肉类及其制品-鸡,100.0,172.0,15.9,11.8,0.6
鸡血,禽肉类及其制品-鸡,100.0,49.0,7.8,0.2,4.1
鸡肫 [鸡胗],禽肉类及其制品-鸡,100.0,118.0,19.2,2.8,4.0
扒鸡,禽肉类及其制品-鸡,66.0,217.0,29.6,11.0,0.0
炸鸡块 [肯德基],禽肉类及其制品-鸡,70.0,279.0,20.3,17.3,10.5
卤煮鸡,禽肉类及其制品-鸡,70.0,212.0,29.4,7.9,5.8
瓦罐鸡汤（肉）,禽肉类及其制品-鸡,100.0,190.0,20.9,9.5,5.2
瓦罐鸡汤（汤）,禽肉类及其制品-鸡,100.0,27.0,1.3,2.4,0.0
鸡肉松,禽肉类及其制品-鸡,100.0,440.0,7.2,16.4,65.8
扒鸡（五香脱骨）,禽肉类及其制品-鸡,77.0,206.0,23.4,10.8,3.8
烤鸡,禽肉类及其制品-鸡,72.0,265.0,28.1,16.9,0.0
童子鸡（熟）,禽肉类及其制品-鸡,57.0,226.0,15.8,18.1,0.0
鸭（代表值）,禽肉类及其制品-鸭,68.0,240.0,15.5,19.7,0.2
公麻鸭,禽肉类及其制品-鸭,63.0,360.0,14.3,30.9,6.1
母麻鸭,禽肉类及其制品-鸭,75.0,461.0,13.0,44.8,1.4
鸭胸脯肉,禽肉类及其制品-鸭,100.0,90.0,15.0,1.5,4.0
鸭皮,禽肉类及其制品-鸭,100.0,538.0,6.5,50.2,15.1
鸭翅,禽肉类及其制品-鸭,67.0,146.0,16.5,6.1,6.3
鸭掌,禽肉类及其制品-鸭,59.0,150.0,26.9,1.9,6.2
鸭肠,禽肉类及其制品-鸭,53.0,129.0,14.2,7.8,0.4
鸭肝,禽肉类及其制品-鸭,100.0,128.0,14.5,7.5,0.5
鸭肝（公麻鸭）,禽肉类及其制品-鸭,100.0,136.0,14.7,4.1,10.1
鸭肝（母麻鸭）,禽肉类及其制品-鸭,100.0,113.0,16.8,2.5,5.9
鸭舌（鸭条）,禽肉类及其制品-鸭,61.0,245.0,16.6,19.7,0.4
鸭心,禽肉类及其制品-鸭,100.0,143.0,12.8,8.9,2.9
鸭血（白鸭）,禽肉类及其制品-鸭,100.0,108.0,13.6,0.4,12.4
鸭血（公麻鸭）,禽肉类及其制品-鸭,100.0,56.0,13.2,0.4,0.0
鸭血（母麻鸭）,禽肉类及其制品-鸭,100.0,55.0,13.1,0.3,0.0
鸭胰,禽肉类及其制品-鸭,97.0,117.0,21.7,2.9,1.0
鸭肫,禽肉类及其制品-鸭,93.0,92.0,17.9,1.3,2.1
鸭肫（公麻鸭）,禽肉类及其制品-鸭,100.0,112.0,19.8,1.2,5.4
鸭肫（母麻鸭）,禽肉类及其制品-鸭,100.0,126.0,20.4,4.2,1.6
鸭肫片,禽肉类及其制品-鸭,100.0,603.0,18.3,56.1,6.1
北京烤鸭,禽肉类及其制品-鸭,80.0,436.0,16.6,38.4,6.0
北京填鸭,禽肉类及其制品-鸭,75.0,425.0,9.3,41.3,3.9
红烧鸭（罐头）,禽肉类及其制品-鸭,100.0,338.0,15.3,30.5,0.6
酱鸭,禽肉类及其制品-鸭,80.0,266.0,18.9,18.4,6.3
酱鸭（加梅菜，罐头）,禽肉类及其制品-鸭,93.0,253.0,11.8,21.7,2.5
盐水鸭（熟）,禽肉类及其制品-鸭,81.0,313.0,16.6,26.1,2.8
烤鸭（老唐牌）,禽肉类及其制品-鸭,60.0,309.0,20.3,25.3,0.0
烤鸭（全聚德牌）,禽肉类及其制品-鸭,65.0,530.0,18.1,50.8,0.0
鹅,禽肉类及其制品-鹅,63.0,251.0,17.9,19.9,0.0
鹅肝,禽肉类及其制品-鹅,100.0,129.0,15.2,3.4,9.3
鹅肫,禽肉类及其制品-鹅,100.0,100.0,19.6,1.9,1.1
鹅血,禽肉类及其制品-鹅,100.0,74.0,18.6,0.0,0.0
烧鹅,禽肉类及其制品-鹅,73.0,289.0,19.7,21.5,4.2
腊鹅,禽肉类及其制品-鹅,54.0,410.0,24.6,21.5,29.6
草菇 [大黑头细花草、稻菇],菌藻类-菌类,100.0,27.0,2.7,0.2,4.3
大红菇（干）[草质红菇],菌藻类-菌类,100.0,263.0,24.4,2.8,50.9
地衣（水浸）,菌藻类-菌类,100.0,10.0,1.5,0.0,1.8
冬菇（干）[毛柄金线菌],菌藻类-菌类,86.0,277.0,17.8,1.3,64.6
猴头菇（罐装）,菌藻类-菌类,100.0,21.0,2.0,0.2,4.9
黄蘑（干）,菌藻类-菌类,89.0,203.0,16.4,1.5,40.1
黄蘑（水发）,菌藻类-菌类,89.0,30.0,4.3,0.4,4.8
金针菇（鲜）[智力菇],菌藻类-菌类,100.0,32.0,2.4,0.4,6.0
金针菇（罐装）,菌藻类-菌类,100.0,26.0,1.0,0.0,6.7
口蘑（白蘑）,菌藻类-菌类,100.0,277.0,38.7,3.3,31.6
蘑菇（鲜蘑）,菌藻类-菌类,99.0,24.0,2.7,0.1,4.1
木耳（干）[黑木耳，云耳],菌藻类-菌类,100.0,265.0,12.1,1.5,65.6
木耳（水发）[黑木耳，云耳],菌藻类-菌类,100.0,27.0,1.5,0.2,6.0
平菇[糙皮侧耳，青蘑],菌藻类-菌类,93.0,24.0,1.9,0.3,4.6
普中红蘑（干）,菌藻类-菌类,100.0,263.0,18.4,0.7,58.1
双孢蘑菇[洋蘑菇],菌藻类-菌类,97.0,26.0,4.2,0.1,2.7
松蘑（干）[松口蘑，松茸],菌藻类-菌类,100.0,207.0,20.3,3.2,48.2
香菇（鲜）[香蕈，冬菇],菌藻类-菌类,100.0,26.0,2.2,0.3,5.2
香菇（干）[香蕈，冬菇],菌藻类-菌类,95.0,274.0,20.0,1.2,61.7
香杏丁蘑（干，大）,菌藻类-菌类,100.0,257.0,22.4,0.2,53.9
香杏片口蘑（干）,菌藻类-菌类,100.0,252.0,33.4,1.5,37.6
羊肚菌（干）[干羊肚],菌藻类-菌类,100.0,321.0,26.9,7.1,43.7
银耳（干）[白木耳],菌藻类-菌类,96.0,261.0,10.0,1.4,67.3
珍珠白蘑（干）,菌藻类-菌类,100.0,258.0,18.3,0.7,56.3
榛蘑（半干）[假蜜环菌],菌藻类-菌类,77.0,178.0,9.5,3.7,31.9
榛蘑（水发）,菌藻类-菌类,77.0,53.0,2.8,1.1,9.4
白蘑菇[双孢蘑菇、洋蘑菇],菌藻类-菌类,100.0,29.0,3.5,0.4,3.8
北风菌[荷叶离褶伞、一窝羊],菌藻类-菌类,77.0,17.0,1.7,0.1,2.9
草菇[大黑头细花草、稻菇],菌藻类-菌类,100.0,18.0,1.1,0.4,3.1
茶树菇（干）[柱状田头菇、油茶菇],菌藻类-菌类,100.0,309.0,23.1,2.6,56.1
干巴菌,菌藻类-菌类,91.0,38.0,3.8,0.4,8.0
红奶浆菌[多汁乳菇、谷熟菌],菌藻类-菌类,94.0,18.0,1.5,0.4,3.3
黄伞菇（干）[多脂鳞伞、黄丝菌],菌藻类-菌类,100.0,294.0,22.8,3.2,57.5
鸡腿菇（干）[毛头鬼伞],菌藻类-菌类,100.0,294.0,26.7,2.0,51.8
鸡油菌[黄丝菌、杏菌],菌藻类-菌类,92.0,26.0,2.0,0.3,5.1
鸡枞[蚁枞、伞把菇、鸡枞菌],菌藻类-菌类,96.0,19.0,2.5,0.2,2.5
鸡枞（干）,菌藻类-菌类,100.0,297.0,32.8,3.7,44.8
鸡枞（油炸）[油鸡枞],菌藻类-菌类,100.0,646.0,4.8,66.3,10.2
鸡枞花,菌藻类-菌类,86.0,18.0,2.3,0.3,1.8
牛肝菌（白）[美味牛肝菌],菌藻类-菌类,93.0,35.0,4.0,0.4,4.5
牛肝菌（白、干）[美味牛肝菌],菌藻类-菌类,100.0,296.0,27.8,1.6,53.3
牛肝菌（黑）[铜色牛肝菌],菌藻类-菌类,95.0,32.0,3.6,0.2,4.8
牛肝菌（鲜）[黄皮牛肝菌、黄皮疣柄牛肝菌、黄癞头],菌藻类-菌类,97.0,32.0,4.3,0.1,5.3
乳牛肝菌（干）[粘盖牛肝菌、松树菌],菌藻类-菌类,100.0,264.0,15.3,2.8,66.0
牛眼睛菌（鲜）[马勃菌],菌藻类-菌类,93.0,41.0,5.1,0.3,6.6
平菇[糙皮侧耳、青蘑],菌藻类-菌类,100.0,17.0,1.7,0.1,3.2
青头菌[变绿红菇、绿菇],菌藻类-菌类,95.0,20.0,2.7,0.1,3.1
松蘑（干）[松茸、松口蘑],菌藻类-菌类,100.0,273.0,12.5,3.0,66.5
杏鲍菇,菌藻类-菌类,100.0,35.0,1.3,0.1,8.3
血红菇（干）,菌藻类-菌类,100.0,313.0,22.4,6.7,56.0
元蘑（干）[亚侧耳、冬蘑、黄蘑],菌藻类-菌类,100.0,245.0,12.3,1.5,70.3
竹荪（干）[竹笙、竹参],菌藻类-菌类,100.0,248.0,17.8,3.1,60.3
榛蘑（干）[小蜜环菌],菌藻类-菌类,100.0,329.0,17.7,10.8,54.6
